Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zhao, F., Tang, L., Qiu, Q., Wu, G.",57198450995;15752022000;36340935300;57035705900;,"The compactness of spatial structure in Chinese cities: measurement, clustering patterns and influencing factors",2020,Ecosystem Health and Sustainability,6,1,1743763,,,,7,10.1080/20964129.2020.1743763,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082976516&doi=10.1080%2f20964129.2020.1743763&partnerID=40&md5=1e8b7bcce1e7fc8c1b7fdd7de4a70de3,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85082976516
"Wang, F., Zhao, M.X., Meng, Q.L.",57221088145;55343638000;57221011417;,Analysis of the vitality measurement and correlation factors of urban waterfront space,2020,IOP Conference Series: Earth and Environmental Science,612,1,12013,,,,,10.1088/1755-1315/612/1/012013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097984866&doi=10.1088%2f1755-1315%2f612%2f1%2f012013&partnerID=40&md5=88bc1fe6074a4f099b8ab9a14b3180b8,Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85097984866
"Que, X., Ma, X., Ma, C., Chen, Q.",56430674800;22941707200;57193730225;56009522100;,A spatiotemporal weighted regression model (STWR v1.0) for analyzing local nonstationarity in space and time,2020,Geoscientific Model Development,13,12,,6149,6164,,1,10.5194/gmd-13-6149-2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097440167&doi=10.5194%2fgmd-13-6149-2020&partnerID=40&md5=b729a30d9333eedce9f8ba626ab65911,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097440167
"Gao, S., Zhan, Q., Yang, C., Liu, H.",57208752815;24081785600;57221193932;56384097800;,The diversified impacts of urban morphology on land surface temperature among urban functional zones,2020,International Journal of Environmental Research and Public Health,17,24,9578,1,20,,1,10.3390/ijerph17249578,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098321440&doi=10.3390%2fijerph17249578&partnerID=40&md5=f3b2b77895d0a392aa5f357a2cd6e8cd,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85098321440
"Lee, K.H.",57033071300;,Mental health and recreation opportunities,2020,International Journal of Environmental Research and Public Health,17,24,9338,1,15,,,10.3390/ijerph17249338,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097843811&doi=10.3390%2fijerph17249338&partnerID=40&md5=0cf039ffc4ea09e3ff672c6e46844e2c,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097843811
"Zhou, C., Zhang, R., Ning, X., Zheng, Z.",55245029300;57217058641;56022510800;57205404102;,Spatial-temporal characteristics in grain production and its influencing factors in the huang-huai-hai plain from 1995 to 2018,2020,International Journal of Environmental Research and Public Health,17,24,9193,1,19,,3,10.3390/ijerph17249193,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097542266&doi=10.3390%2fijerph17249193&partnerID=40&md5=1896096de4a9f7bb4c3bff77338e7586,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097542266
"Zhang, W., Xi, Y., Ukkusuri, S.V.",56050485300;57223187476;14720321700;,Understanding spatiotemporal variations of ridership by multiple taxi services,2020,ISPRS International Journal of Geo-Information,9,12,757,,,,,10.3390/ijgi9120757,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105210275&doi=10.3390%2fijgi9120757&partnerID=40&md5=f5baac2ddb2c423684a6c0375a3facda,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85105210275
"Silva, C., Melo, S., Santos, A., Almeida Junior, P., Sato, S., Santiago, K., Sá, L.",57199743006;57191957890;57215573456;57223191669;57223200820;56060156600;57223196931;,Spatial modeling for homicide rates estimation in pernambuco state-brazil,2020,ISPRS International Journal of Geo-Information,9,12,740,,,,2,10.3390/ijgi9120740,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105140957&doi=10.3390%2fijgi9120740&partnerID=40&md5=5cd10c2ef939e3e94501c02ebaa911f1,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85105140957
"da Silva, C.F.A., Meira, L.H., de Oliveira, L.K., Dos Santos, P.R.G., de Oliveira, I.K.",57221779410;57201686648;57194449016;57221782415;57221775113;,Analysis of spatial correlation between public transportation system users and covid-19 cases: A case study in Recife (PE) [Análise da correlação espacial entre os usuários de sistemas de transporte público e os casos de covid-19: Um estudo de caso para Recife (PE)],2020,Revista Brasileira de Gestao e Desenvolvimento Regional,16,4,,346,359,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100206381&partnerID=40&md5=2509e150399582f0a58036234dcdee9d,Article,Final,,Scopus,2-s2.0-85100206381
"Zhou, L., Wang, Y., Du, M., Jing, C., Wang, S., Zhu, Y., Luo, T., He, C., Gao, T., Yang, K.",55710638300;57211409928;34881413000;24080507800;57217105245;57217109368;57221303015;57221304170;57221768060;57221305918;,Optimization of seasonal geographically and temporally weighted regression model for accurate estimation of seasonal PM2.5 concentrations in Beijing-Tianjin-Hebei Region,2020,Sensors and Materials,32,12,,4393,4412,,,10.18494/SAM.2020.3077,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100081621&doi=10.18494%2fSAM.2020.3077&partnerID=40&md5=7971a60b6b889e4d39c8382fb89df1bc,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85100081621
"Moury, P.K., Ahmad, T., Rai, A., Biswas, A., Sahoo, P.M.",57221380151;7101735668;18134787500;57191096247;15840873600;,Outlier robust finite population estimation under spatial non-stationarity,2020,International Journal of Agricultural and Statistical Sciences,16,2,,535,545,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098947998&partnerID=40&md5=14f7a34a901ce8ea154ecbfe0558ddd7,Article,Final,,Scopus,2-s2.0-85098947998
"Samec, P., Zapletal, M., Horáček, M.",10440431200;6603103948;56950269600;,Forest Transformation Urgency for Topsoil Diversity Optimization during Environmental Change,2020,Journal of Landscape Ecology(Czech Republic),13,3,,79,106,,1,10.2478/jlecol-2020-0018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098941126&doi=10.2478%2fjlecol-2020-0018&partnerID=40&md5=1574240e2142b158fb99170b9bea12ed,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85098941126
"Cheng, C., Zhang, T., Song, C., Shen, S., Jiang, Y., Zhang, X.",15839192900;57221110107;57195903224;56991897300;57221083630;57200166759;,The Coupled Impact of Emergency Responses and Population Flows on the COVID-19 Pandemic in China,2020,GeoHealth,4,12,e2020GH000332,,,,3,10.1029/2020GH000332,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098229567&doi=10.1029%2f2020GH000332&partnerID=40&md5=69398cf55c4c669678e2c2d16d13ac36,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85098229567
"Li, T., Lu, Y., Ren, Y., Li, P.",55728941000;57221111486;57189659880;57161261500;,Gauging the effectiveness of vegetation restoration and the influence factors in the Loess Plateau,2020,Shengtai Xuebao/ Acta Ecologica Sinica,43,23,,8593,8605,,2,10.5846/stxb202001080065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098138059&doi=10.5846%2fstxb202001080065&partnerID=40&md5=3e4d129d693b252a524f906514dd6c82,Article,Final,,Scopus,2-s2.0-85098138059
"Yang, C., Li, R., Sha, Z.",57214242668;57094325400;7006705338;,"Exploring the dynamics of urban greenness space and their driving factors using geographically weighted regression: A case study in Wuhan Metropolis, China",2020,Land,9,12,500,1,21,,2,10.3390/land9120500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097535253&doi=10.3390%2fland9120500&partnerID=40&md5=b5003b5ba8447bfb8aaba0027cbe7b86,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85097535253
"McDougal, L., Shakya, H., Dehingia, N., Lapsansky, C., Conrad, D., Bhan, N., Singh, A., McDougal, T.L., Raj, A.",55217649300;54897949200;57204097420;55427261400;57220605395;55497713400;57195363846;26531500600;7006091970;,Mapping the patchwork: Exploring the subnational heterogeneity of child marriage in India,2020,SSM - Population Health,12,,100688,,,,2,10.1016/j.ssmph.2020.100688,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097452002&doi=10.1016%2fj.ssmph.2020.100688&partnerID=40&md5=6db51b4c001f4c53c6e00baa75a6e766,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097452002
"Widya, L.K., Hsu, C.-Y., Lee, H.-Y., Jaelani, L.M., Lung, S.-C.C., Su, H.-J., Wu, C.-D.",57220151686;56900226300;57198889854;55953435300;7005770051;56437192700;8449024900;,"Comparison of spatial modelling approaches on PM10 and No2 concentration variations: A case study in Surabaya city, Indonesia",2020,International Journal of Environmental Research and Public Health,17,23,8883,1,15,,,10.3390/ijerph17238883,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097036147&doi=10.3390%2fijerph17238883&partnerID=40&md5=1ceaa5352809811f0288e0d124ead185,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097036147
"Bai, X., Zhang, T., Tian, S.",23476473500;57220103983;57220107230;,Evaluating fertilizer use efficiency and spatial correlation of its determinants in China: A geographically weighted regression approach,2020,International Journal of Environmental Research and Public Health,17,23,8830,1,23,,2,10.3390/ijerph17238830,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096922000&doi=10.3390%2fijerph17238830&partnerID=40&md5=be57bedee1fd6828e7851525e1004ad5,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85096922000
"Bag, R., Ghosh, M., Biswas, B., Chatterjee, M.",57207964330;57214001239;57218326321;57219341396;,Understanding the spatio-temporal pattern of COVID-19 outbreak in India using GIS and India's response in managing the pandemic,2020,Regional Science Policy and Practice,12,6,,1063,1103,,7,10.1111/rsp3.12359,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096711735&doi=10.1111%2frsp3.12359&partnerID=40&md5=4409d29697507663a3a28ab2f2762e01,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85096711735
"Magnoni, P.H.J., Silva, C.O.F., Manzione, R.L.",57219926116;57209970436;16048164200;,Groundwater recharge and water table levels modelling using remotely sensed data and cloud-computing,2020,Sustainable Water Resources Management,6,6,113,,,,1,10.1007/s40899-020-00469-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096092659&doi=10.1007%2fs40899-020-00469-6&partnerID=40&md5=793f2a57bfdc3a7aeb813a6f1172697a,Article,Final,,Scopus,2-s2.0-85096092659
"Yuan, M.-H., Lo, S.-L.",57193722881;7401542147;,Ecosystem services and sustainable development: Perspectives f1 rom the food-energy-water Nexus,2020,Ecosystem Services,46,,101217,,,,7,10.1016/j.ecoser.2020.101217,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095421911&doi=10.1016%2fj.ecoser.2020.101217&partnerID=40&md5=d7d0e7fe64892d0f227bd8b18243a0ec,Article,Final,,Scopus,2-s2.0-85095421911
"Chen, M., Cai, H., Yang, X., Jin, C.",57219670161;35095076700;7406501849;55654124100;,A novel classification regression method for gridded electric power consumption estimation in China,2020,Scientific Reports,10,1,18558,,,,1,10.1038/s41598-020-75543-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094633803&doi=10.1038%2fs41598-020-75543-2&partnerID=40&md5=8d43ae1f058df9a5936a08965763cabe,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85094633803
"Wang, B., Wu, Z., Wang, J., Li, W., Liu, G., Zhang, B., Tang, Y.",57219595289;55502643900;57219601823;17434576100;55706595300;55619300598;35312761700;,Insights into the mechanism of Arnebia euchroma on leukemia via network pharmacology approach,2020,BMC Complementary Medicine and Therapies,20,1,322,,,,1,10.1186/s12906-020-03106-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094131632&doi=10.1186%2fs12906-020-03106-z&partnerID=40&md5=3d681c639052dc57933f814664f5e60d,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85094131632
"Tang, J., Gao, F., Liu, F., Han, C., Lee, J.",56044310100;57211350807;57091176600;57202280903;55599484000;,Spatial heterogeneity analysis of macro-level crashes using geographically weighted Poisson quantile regression,2020,Accident Analysis and Prevention,148,,105833,,,,2,10.1016/j.aap.2020.105833,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093690480&doi=10.1016%2fj.aap.2020.105833&partnerID=40&md5=eb8d5c5e2f95740cdd3154a94b79fd6f,Article,Final,,Scopus,2-s2.0-85093690480
"Xu, C., Wang, Y., Ding, W., Liu, P.",35305963300;57203771324;56683748700;55261727500;,Modeling the Spatial Effects of Land-Use Patterns on Traffic Safety Using Geographically Weighted Poisson Regression,2020,Networks and Spatial Economics,20,4,,1015,1028,,1,10.1007/s11067-020-09509-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092566523&doi=10.1007%2fs11067-020-09509-2&partnerID=40&md5=d45bc56e06761e374f84efcb1577dbdb,Article,Final,,Scopus,2-s2.0-85092566523
"Parizi, E., Hosseini, S.M., Ataie-Ashtiani, B., Simmons, C.T.",57205553239;57193207911;6603008195;7103173883;,Normalized difference vegetation index as the dominant predicting factor of groundwater recharge in phreatic aquifers: case studies across Iran,2020,Scientific Reports,10,1,17473,,,,5,10.1038/s41598-020-74561-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092555334&doi=10.1038%2fs41598-020-74561-4&partnerID=40&md5=baf37d5f8e016737c95a2eea5c38fffe,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85092555334
"Zhang, L., Pan, J.",57207792918;8895689700;,Estimation of PM2.5 Mass Concentrations in Beijing–Tianjin–Hebei Region Based on Geographically Weighted Regression and Spatial Downscaling Method,2020,Journal of the Indian Society of Remote Sensing,48,12,,1691,1703,,,10.1007/s12524-020-01193-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092215239&doi=10.1007%2fs12524-020-01193-6&partnerID=40&md5=43f71e14a81a0fb9a21d77e311c78169,Article,Final,,Scopus,2-s2.0-85092215239
"Mengue, V.P., Dias de Freitas, M.W., Silva da Silva, T., Fontana, D.C., Scottá, F.C.",56820191700;55539493700;57219283093;7102369295;56736975600;,LAND-USE and land-cover change processes in Pampa biome and relation with environmental and socioeconomic data,2020,Applied Geography,125,,102342,,,,,10.1016/j.apgeog.2020.102342,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092041148&doi=10.1016%2fj.apgeog.2020.102342&partnerID=40&md5=afc06bc4138456db78c41d45226b3d70,Article,Final,,Scopus,2-s2.0-85092041148
"Baker, D.M.",57205564901;,"Transportation Network Companies (TNCs) and public transit: Examining relationships between TNCs, transit ridership, and neighborhood qualities in San Francisco",2020,Case Studies on Transport Policy,8,4,,1233,1246,,1,10.1016/j.cstp.2020.08.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091710539&doi=10.1016%2fj.cstp.2020.08.004&partnerID=40&md5=2bb8eafcbe418e8d9e9e75e000a76e22,Article,Final,,Scopus,2-s2.0-85091710539
"Song, I., Kim, O.-J., Choe, S.-A., Kim, S.-Y.",57193856375;57205779546;56438910000;57219835165;,Spatial heterogeneity in the association between particulate matter air pollution and low birth weight in South Korea,2020,Environmental Research,191,,110096,,,,,10.1016/j.envres.2020.110096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091211649&doi=10.1016%2fj.envres.2020.110096&partnerID=40&md5=d6dd491140d460adbd7d482dacb5faa9,Article,Final,,Scopus,2-s2.0-85091211649
"Fu, S., Xing, Z., Ji, Y., Zhao, Y., Sun, M., Li, H., Fu, Q.",57218951033;8582889900;57202106843;56780709600;57218954274;57121197400;56467643700;,Improved flood simulation accuracy by downscaling remotely sensed precipitation data in the Qixing Wetland Watershed,2020,Ecological Engineering,158,,106038,,,,1,10.1016/j.ecoleng.2020.106038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090906970&doi=10.1016%2fj.ecoleng.2020.106038&partnerID=40&md5=6b1dbdcfe6cc7e07284e383910a44060,Article,Final,,Scopus,2-s2.0-85090906970
"Voltes-Dorta, A., Sánchez-Medina, A.",24337003000;25638866100;,"Drivers of Airbnb prices according to property/room type, season and location: A regression approach",2020,Journal of Hospitality and Tourism Management,45,,,266,275,,3,10.1016/j.jhtm.2020.08.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090558760&doi=10.1016%2fj.jhtm.2020.08.015&partnerID=40&md5=452d02499a9d50b8e76edcf2ccb229fe,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85090558760
"Nasution, B.I., Kurniawan, R., Siagian, T.H., Fudholi, A.",57203089342;57193671875;55976090400;57195432490;,Revisiting social vulnerability analysis in Indonesia: An optimized spatial fuzzy clustering approach,2020,International Journal of Disaster Risk Reduction,51,,101801,,,,6,10.1016/j.ijdrr.2020.101801,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090334193&doi=10.1016%2fj.ijdrr.2020.101801&partnerID=40&md5=fe5e0313a6af260c75639628a8fd5acd,Article,Final,,Scopus,2-s2.0-85090334193
"Yu, Y., Wang, J., Cheng, F., Deng, H., Chen, S.",57214104228;57188869304;56604613900;57208132660;55446881000;,Drought monitoring in Yunnan Province based on a TRMM precipitation product,2020,Natural Hazards,104,3,,2369,2387,,6,10.1007/s11069-020-04276-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090301964&doi=10.1007%2fs11069-020-04276-2&partnerID=40&md5=0effb3f336f80be34c845f566341d5e5,Article,Final,,Scopus,2-s2.0-85090301964
"Siqi, J., Yuhong, W.",57216830564;57218794379;,Effects of land use and land cover pattern on urban temperature variations: A case study in Hong Kong,2020,Urban Climate,34,,100693,,,,6,10.1016/j.uclim.2020.100693,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090279210&doi=10.1016%2fj.uclim.2020.100693&partnerID=40&md5=c379e51cc5edb0b1c2bdd3af8ab7af33,Article,Final,,Scopus,2-s2.0-85090279210
"Lao, X., Gu, H.",55508088600;57200969896;,Unveiling various spatial patterns of determinants of hukou transfer intentions in China: A multi-scale geographically weighted regression approach,2020,Growth and Change,51,4,,1860,1876,,5,10.1111/grow.12429,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090158068&doi=10.1111%2fgrow.12429&partnerID=40&md5=1eeae9ce50fd0761c6764ab275806831,Article,Final,,Scopus,2-s2.0-85090158068
"Yang, L., Liu, J., Lu, Y., Ao, Y., Guo, Y., Huang, W., Zhao, R., Wang, R.",57195346935;57196485268;57194620633;43461186900;57216255416;57192083247;36672177400;57202886161;,Global and local associations between urban greenery and travel propensity of older adults in Hong Kong,2020,Sustainable Cities and Society,63,,102442,,,,13,10.1016/j.scs.2020.102442,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089908481&doi=10.1016%2fj.scs.2020.102442&partnerID=40&md5=f38801d59b63030f510255b1404e0ef6,Article,Final,,Scopus,2-s2.0-85089908481
"Zhang, X., Yao, J., Wang, J., Sila-Nowicka, K.",11540030600;56537364300;57194606532;56928301700;,Changes of forestland in China's coastal areas (1996-2015): Regional variations and driving forces,2020,Land Use Policy,99,,105018,,,,,10.1016/j.landusepol.2020.105018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089795969&doi=10.1016%2fj.landusepol.2020.105018&partnerID=40&md5=a6856dac408eb8b069a5e870d6b6c6d8,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85089795969
